 11 
17,59
590,198
49,260
580,63
75,98
340,95
300,320
7,43,10,8
66,316,115,316
171,185,210,185
218,97,340,97
333,204,390,204
375,148,415,148
492,90,550,90
510,254,557,254
504,172,587,172
110,338,36,6.133183,1.491595,.5999998
72,302,18,3.133177,4.474774,.8
32,283,76,6.033184,.7915949,3.349998
30,227,18,6.083183,1.841594,.95
30,235,25,1.649999,3.141593,1
181,201,26,1.799999,3.691592,.6499999
226,179,19,3.649998,4.641594,.6499999
215,204,29.5,6.233185,1.241595,-.5500003
205,250,49,1.1,2.041594,.5499999
223,197,29.5,4.93318,6.12478,1.3
182,204,24,3.349998,4.691595,.9
224,103,10,2.099999,4.491594,.6999999
311,94,120.5,3.849998,4.841595,.1999998
335,69,27.5,4.683179,6.12478,1.05
346,95,42.5,.55,1.591594,2.249999
289,131,265,1.35,2.091594,.2999998
193,189,198,1.75,2.291594,.6499999
86,214,125.5,1.849999,2.941593,1.5
327,60,71.5,4.65,5.641598,.7999999
332,73,57,5.883183,.941595,1
502,75,18.5,3.149997,4.141593,1
539,75,55,2.099999,3.141593,1
532,101,35.5,5.733183,1.041595,.3499998
526,103,42,4.7,5.791599,.2499998
519,50,80,3.149998,4.791595,.7999999
455,54,26,1.6,3.141593,1.649999
629,165,51,3.283177,4.874775,1.2
553,241,20,4.900001,.2584147,.6499999
526,253,50.5,.3500001,1.391595,.8
530,197,42,3.449998,4.841595,.3999998
507,202,30.5,1.6,3.141593,1.699999
496,264,19.5,.4999974,3.091593,1.2
521,252,45.5,3.549998,4.691595,.5999999
565,337,44.5,6.183185,1.341595,1
527,316,60.5,.65,1.691594,.5999999
377,160,12.5,1.65,3.141593,1
382,190,16.5,5.23318,1.091595,1
387,142,34,3.699998,4.791595,1.3
411,182,33.5,9.999923E-02,1.441595,1.35
459,207,36,2.249999,3.141593,1
388,215,35.5,4.649999,.2584147,.85
336,214,10,1.6,3.141593,1
356,268,39.5,.71682,1.508415,.85
354,212,27.5,3.149998,4.891595,.7499999
382,219
184,205
320,109
578,212
20,325
470,75
570,275
20,75
20,275
520,106
393,163
345,183
297,76
519,233
73,295
174,164
229,76
379,127
505,69
529,151
9,32,4,7
82,104,142,104
70,205,120,205
247,257,409,257
394,271,261,271
398,325,364,325
388,69,442,27
636,105,536,105
499,209,490,96
577,190,538,190
515,316,635,268
60,60,25.25,1.5,2.84,.2999998
77,75,69,.6000001,1.790001,.3499998
124,97,39,.35,1.190002,1.549999
130,89,18.75,5.329996,.2400019,1
47,138,83,1.8,2.89,1.849999
74,105,8.5,7.999337E-02,3.219995,.7999999
112,106,46,3.099998,4.590002,.2999998
118,90,47.75,4.399999,5.890007,.6499999
214,110,82,1.5,3.04,1.599999
45,194,64.75,4.829994,6.120002,2.549999
43,253,10,3.599998,5.090003,.6999999
52,191,69.75,3.299998,4.29,1.5
166,206,114.5,3.129992,4.869997,2.449999
200,319,26.25,0,3.14,9.999985E-02
254,264,9.5,2.299999,5.490005,1
401,264,10,3.999997,.6100079,1
215,277,117.25,5.229995,.1400019,.3999998
248,317,25.75,3.329991,6.120002,9.999985E-02
360,269,55.25,3.199998,4.840003,2.349999
404,325,5.5,.4500003,3.04,1.25
336,63,28.25,3.329991,4.869997,.4999998
352,67,36.5,3.949997,6.040007,.3499998
324,65,46.25,2.199999,3.14,3.099998
538,95,10,3.229991,4.769997,1
509,96,18.75,0,3.14,.8499999
530,210,30.25,2.999998,4.840003,.3499998
613,177,99.25,1.25,2.540001,.5499998
567,167,47.25,2.449999,3.49,.6999999
542,173,20.25,3.429991,4.619996,.8499999
581,199,10,5.329996,2.190001,1
545,199,44.75,4.399999,5.990007,.4999998
473,304,55.25,4.499999,5.690006,.3499998
434,311,43.75,4.049997,5.440005,.3499998
320,264
350,55
515,135
320,320
150,50
542,169
96,83
563,84
309,236
365,236
258,236
80,184
365,304
6,31,5,11
70,260,5,260
107,101,71,101
156,188,123,188
303,82,233,82
638,235,568,235
535,115,640,115
362,207,462,207
66,266,10,4.929994,1.790001,.5999998
43,273,25.5,.25,2.94,.1499998
22,290,18.5,1.799999,3.14,1
76,205,10,2.729992,4.569996,1
98,180,106.5,4.499999,5.140004,.3499998
73,159,60,1.8,3.939999,6.200006
105,138,37.25,6.129999,1.490002,3.699997
125,160,27.75,2.549999,4.640002,2.249999
154,197,10,5.529996,1.340002,.8
143,197,19,4.729993,5.820001,.8999999
242,44,67.5,2.899998,4.19,1.35
227,35,10,5.279995,.640002,1.599999
236,62,21.25,2.099999,4.440001,1.999999
305,90,10,.3500003,2.040001,1.899999
262,89,47.5,4.529993,9.000234E-02,.3999998
244,6,102.25,4.379992,4.819997,1.15
564,243,10,1,2.99,1
582,254,32.25,2.599999,3.54,.8
515,299,51.75,5.229995,.740002,1
633,135,20.25,3.679991,4.819997,1
539,154,83.75,.4000003,1.390002,.2499998
548,102,30.75,3.949997,4.890003,1
535,125,10,1.65,3.19,1.4
460,230,23.25,.1000002,1.690001,2.049999
364,217,10,1.849999,2.99,1
328,216,25.5,5.029994,4.000194E-02,.5499998
342,245,16.25,1.55,4.590002,1.1
474,237,10,2.199999,4.24,1.549999
464,257,13,4.679993,1.040002,.9999999
410,271,22,6.23,3.09,.1499998
371,245,40.5,3.799998,5.190004,.6999999
448,262,27.25,4.129991,5.319999,.3999998
400,241
260,95
90,175
590,275
610,125
60,265
582,214
20,239
271,61
125,167
589,94
75,80
419,186
237,61
395,320
545,94
97,320
375,186
